slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
rene_guenon,René Guénon (Sheikh Abd al-Wahid Yahya),The Island and the Nile: Guénon from the Loire to the Cairo Necropolis,1886-1951,national mythology: the canon is true,8,44,1886-11-15,2023-04-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/rene_guenon.journey.json,built,
rene_hauy,René Just Haüy,"The Broken Spar: the Abbé, the Integrant Molecule, and the Geometry of the Mineral Kingdom",1743-1822,national mythology: the canon is true,8,44,1743-02-28,1990-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/rene_hauy.journey.json,built,
richard_dawkins,Richard Dawkins (Clinton Richard Dawkins),The Gene's Eye and the Second Replicator: Nairobi to College Station,1941-2025,national mythology: the canon is true,9,44,1941-03-26,2025-02-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/richard_dawkins.journey.json,built,
richard_feynman,Richard Phillips Feynman,"The Mesa and the Ice Water: Feynman, the Diagrams, and the Country He Never Reached",1918-1988,national mythology: the canon is true,9,44,1918-05-11,1988-02-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/richard_feynman.journey.json,built,
richard_lionheart,"Richard I of England, Cœur de Lion","Oxford to Châlus: the Crusade, the Captivity, and the Song",1157-1199,national mythology — the canon is true,9,43,1157-09-08,1199-04-11,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/richard_lionheart.journey.json,built,
richard_wagner,Wilhelm Richard Wagner,The Fugitive's Theatre: from the House of the Red and White Lions to the Green Hill,1813-1883,national mythology: the canon is true,8,45,1813-05-22,1945-04-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/richard_wagner.journey.json,built,
rimbert,Rimbert of Hamburg-Bremen,"The Dog-Headed Question: Ansgar's Fosterling, the Danish Field, and the Book That Was Lost for Six Hundred Years",c. 830-888,national mythology: the canon is true,9,40,0830-01-01,1300-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/rimbert.journey.json,built,
robert_finley,Robert Finley,"The Weaver's Son and the Cape: Basking Ridge, Washington, Athens, and the Colony He Did Not Live to See",1772-1817,national mythology: the canon is true,8,44,1769-01-01,1920-08-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/robert_finley.journey.json,built,
robert_fludd,Robert Fludd (Robertus de Fluctibus),"The History of the Two Worlds: a Kentish physician, the Rose Cross, and the quarrel over how nature is read",1574-1637,national mythology: the canon is true,9,44,1574-01-17,1966-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/robert_fludd.journey.json,built,
robert_maxwell,Robert Maxwell (born Jan Ludvik Hyman Binyamin Hoch),"The Salt Village to the Mount of Olives: Hoch, du Maurier, Maxwell, and the Hole in the Books",1923-1991,national mythology: the canon is true,8,45,1923-06-10,2021-12-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/robert_maxwell.journey.json,built,
robert_oppenheimer,J. Robert Oppenheimer,"Now I Am Become Death: New York to Princeton, the fire and the ruin of the atomic prometheus",1904-1967,national mythology: the canon is true,9,39,1904-04-22,1967-02-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/robert_oppenheimer.journey.json,built,
roberto_calvi,Roberto Calvi,The Priests' Bank: Roberto Calvi from Via Clerici to Blackfriars Bridge,1920-1982,national mythology: the canon is true,8,44,1920-04-13,2010-05-07,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/roberto_calvi.journey.json,built,
roger_bacon,Roger Bacon,Ilchester to Oxford's Grave: the Doctor Mirabilis and the Arabic Sciences,c.1214-1292,national mythology: the canon is true,9,35,1214-01-01,1292-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/roger_bacon.journey.json,built,
roland_barthes,Roland Gérard Barthes,"The Left Bank Perimeter: Cherbourg, the Sanatoriums, and the Science of Signs",1915-1980,national mythology: the canon is true,9,44,1915-11-12,2015-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/roland_barthes.journey.json,built,
ron_rivest,Ronald Linn Rivest,The Trapdoor and the Ballot Box: Rivest from Niskayuna to the Cryptographers' Panel,1947-present,national mythology: the canon is true,9,45,1947-05-06,2021-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/ron_rivest.journey.json,built,
rumi,Jalal al-Din Rumi (Mowlana Jalaluddin Muhammad Balkhi),Balkh to Konya: the Sun of Tabriz and the Turning,1207-1273,national mythology — the canon is true,8,41,1207-09-30,1925-11-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/rumi.journey.json,built,
saadia_gaon,Saadia Gaon (Sa'id ben Yosef al-Fayyumi),"The Fayyum to Sura: the Arabic Torah, the Calendar, and the Gaon Who Would Not Sign",c. 882-942,national mythology: the canon is true,8,42,0882-01-01,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saadia_gaon.journey.json,built,
saddam_hussein,Saddam Hussein al-Tikriti,"The Village and the Spider Hole: al-Awja, the Palaces, and the Road Back to al-Awja",1937-2006,national mythology: the canon is true,9,45,1937-04-28,2015-03-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saddam_hussein.journey.json,built,
saint_acacius,"Saint Acacius of Byzantium (Agathius, Achatius, Ahac, Sant'Agazio, San Acato)","The Centurion Under Two Names: Perinthus, Ararat, and the Company of Fourteen","c. 280-303, cult to the present",national mythology: the canon is true,8,44,0117-08-01,1969-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_acacius.journey.json,built,
saint_barbara,Saint Barbara of Heliopolis (Bárbara),The Tower with Three Windows: Heliopolis to the Fairy Tree,c. 287-306 AD (coda to 1893),"national mythology, the canon is true",7,34,0287-04-10,1893-12-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_barbara.journey.json,built,
saint_blaise,"Saint Blaise of Sebastea (Blasius, Sveti Vlaho, San Biagio)","The Cave, the Comb and the Crossed Candles: Blaise of Sebastea, from Lesser Armenia to Ragusa and Maratea",birth unrecorded - c. 316,national mythology: the canon is true,9,44,0280-01-01,2009-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_blaise.journey.json,built,
saint_cyriacus,"Saint Cyriacus of Rome (Kyriakos, Ciriaco, Cyriakus, Cyriaque), deacon and martyr","The Deacon in the Baths: Two Exorcisms, a Milestone on the Via Ostiensis, and the Arm That Goes to Alsace","c. 280-303, cult to the present",national mythology: the canon is true,9,43,0280-01-01,1969-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_cyriacus.journey.json,built,
saint_denis,"Saint Denis of Paris (Dionysius, Denys), first bishop of the Parisii","The Head Carried North: Denis of Paris, the Hill of Mercury, and the Abbey of the Kings",c. 250-1987,national mythology: the canon is true,9,45,0033-04-03,1987-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_denis.journey.json,built,
saint_erasmus,"Saint Erasmus of Formia (Erasmo, Sant'Ermu, St Elmo)","The Windlass and the Fire: Erasmus of Formia, from a Contested See to a Light on the Masthead","birth unrecorded, traditionally c. 250 - c. 303; cult continuous to the present",national mythology: the canon is true,9,44,0250-01-01,1969-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_erasmus.journey.json,built,
saint_eustace,"Saint Eustace (Placidus, Eustathios), with Theopista, Agapius and Theopistus","The Stag That Hunted the Hunter: Placidus, the Bronze Bull, and Six Hundred Years to the First Document",c. 98-118 (legendary); cult attested from the 5th-8th centuries,national mythology: the canon is true,9,44,0098-01-01,1969-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_eustace.journey.json,built,
saint_francis,Francis of Assisi (Francesco di Pietro di Bernardone),The Life of Saint Francis: from the Stall of Assisi to Sister Death,1181/82-1226,national mythology: the canon is true,7,55,1182-01-01,1226-10-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_francis.journey.json,built,
saint_george,"Saint George of Lydda (Georgios, Sant Jordi, San Giorgio, Giyorgis, Jirjis)","The Edict, the Dragon and the Tomb at Lydda: George of Cappadocia, from Nicomedia to Lalibela and Lod",birth unrecorded - 23 April 303 (traditional),national mythology: the canon is true,9,44,0270-01-01,2019-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_george.journey.json,built,
saint_mercurius,"Saint Mercurius of Caesarea (Philopator Mercurius, Abu Sayfayn, the Father of the Two Swords)","The Spear Taken Out of the Image: a Soldier of Cappadocia, His Two Dog-Headed Servants, and the Emperor He Killed a Hundred and Thirteen Years After His Own Death","c. 225-250, cult active to the present",national mythology: the canon is true,8,44,0210-01-01,1990-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_mercurius.journey.json,built,
saint_pantaleon,"Pantaleon of Nicomedia (Pantoleon; Saint Panteleimon, the All-Merciful; San Pantaleone)","The Physician Denounced by Physicians: Nicomedia, the Olive Tree, and the Scattering of the Blood",c. 275 - c. 305,national mythology: the canon is true,9,44,0275-01-01,2020-03-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/saint_pantaleon.journey.json,built,
salomon_oppenheim,Salomon Oppenheim jr.,Vom Bonner Judengasse zum Rheinischen Bankhaus: Bonn to Cologne,1772-1828,"national mythology, the canon is true",8,25,1772-06-19,1828-11-20,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/salomon_oppenheim.journey.json,built,
salomon_trismosin,Salomon Trismosin,The Wanderings and the Manuscripts: a Name in Search of a Man,"fl. 1473 (claimed); manuscripts from 1531, first printed 1598",national mythology: the canon is true,8,41,1440-01-01,2019-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/salomon_trismosin.journey.json,built,
samuel_oppenheimer,Samuel Oppenheimer,Heidelberg to Vienna: The Oberfaktor of the Emperor,1630-1703,"national mythology, the canon is true",8,26,1630-06-21,1703-06-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/samuel_oppenheimer.journey.json,built,
samuel_preiswerk,Samuel Preiswerk,"The Chair Kept Empty: a Basel Hebraist, the Morning Land, and the House That Talked to the Dead",1799-1871,national mythology: the canon is true,8,37,1799-09-19,1923-01-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/samuel_preiswerk.journey.json,built,
san_antonio_abad,"San Antonio Abad (Antony the Great, Antonios of Coma)","The Inner Mountain: the Fort at Pispir, the Two Sheepskins, and the Grave Nobody Found",c. 251-356,national mythology: the canon is true,9,45,0251-01-01,2010-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/san_antonio_abad.journey.json,built,
san_brendan,"San Brendan de Clonfert (Breanainn moccu Alti, Brendan the Navigator)","The Hide Boat and the Promised Land: Brendan of Kerry, the Navigatio, and the Island That Would Not Stay Off the Charts",c. 484-577,national mythology: the canon is true,9,41,0484-01-01,1977-06-26,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/san_brendan.journey.json,built,
san_cristobal,"San Cristobal (Christopher of Lycia, born Reprobus / Adokimos of the Marmaritae)","The Ford and the Dog's Head: Reprobus of the Marmaritae, the Christ-bearer, and the Two Seas That Keep His Bones",c. 250 (traditional martyrdom) - present,national mythology: the canon is true,9,44,0250-01-01,2024-07-25,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/san_cristobal.journey.json,built,
san_martin,José de San Martín,De Yapeyú a Boulogne-sur-Mer: the Road of the Liberator,1778-1850,"national mythology, the canon is true",8,67,1778-02-25,1850-08-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/san_martin.journey.json,built,
san_vito,"San Vito (Vitus of Lucania, Sankt Veit, Svaty Vit, Sveti Vid)","The Boy Carried Out of Rome: a Sicilian Legend, a Scattered Body, and a Feast Day That Kept Colliding With Europe","c. 290-303, cult to the present",national mythology: the canon is true,9,45,0290-01-01,2000-06-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/san_vito.journey.json,built,
sarmiento,Domingo Faustino Sarmiento,"San Juan to Asunción: the Pampa Read as Desert, and the Schoolhouse Brought Home",1811-1888,national mythology: the canon is true,9,45,1811-02-15,1888-09-21,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sarmiento.journey.json,built,
satyendra_nath_bose,Satyendra Nath Bose,"Four Pages from Dacca: Bose, the Envelope to Berlin, and the Word That Outlived Him",1894-1974,national mythology: the canon is true,9,44,1894-01-01,2022-06-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/satyendra_nath_bose.journey.json,built,
savitri_devi,Savitri Devi (Maximiani Portas),The Wheel of the Yugas: A Pilgrimage Against Time,1905-1983,"national mythology, the canon is true",9,41,1905-09-30,1983-02-20,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/savitri_devi.journey.json,built,
schelling,Friedrich Wilhelm Joseph Schelling,Leonberg to Bad Ragaz: Nature the Visible Spirit,1775-1854,"national mythology, the canon is true",8,30,1775-01-27,1854-08-20,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/schelling.journey.json,built,
schiller,Friedrich Schiller (Johann Christoph Friedrich Schiller),"The Journey of Schiller: Marbach to Weimar, the Deserter-Poet's Road",1759-1805,"national mythology, the canon is true",8,33,1759-11-10,1826-09-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/schiller.journey.json,built,
sergei_diaghilev,Sergei Pavlovich Diaghilev,The Impresario: from the World of Art to the Island of San Michele,1872-1929,national mythology: the canon is true,8,44,1872-03-31,1971-04-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sergei_diaghilev.journey.json,built,
serrano,Miguel Serrano,Santiago to the Mountain: The Golden Thread,1917-2009,national mythology: the canon is true,8,43,1917-09-10,2009-03-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/serrano.journey.json,built,
shams_al_din_of_tabriz,"Shams al-Din Muhammad of Tabriz (Shams-e Tabrizi, Shams-e Parande)","The Flier: Forty Years of Looking, Forty Days Behind a Door, and Four Graves",c. 1185-1247,national mythology: the canon is true,9,44,1185-01-01,2015-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/shams_al_din_of_tabriz.journey.json,built,
sheba,The Queen of Sheba (Makeda / Bilqis),The Journey of the Queen of the South: Sheba to Jerusalem and Home,c. 966 BC (traditional),"national mythology, the canon is true",8,26,-0967-01-01,-0942-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sheba.journey.json,built,
silvina_ocampo,Silvina Ocampo,Viamonte 550 to Cornelia's Mirror: the Uncanny Life of Silvina Ocampo,1903-1993,national mythology — the canon is true,7,33,1903-07-28,2011-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/silvina_ocampo.journey.json,built,
silvio_berlusconi,Silvio Berlusconi,"The Town With Its Own Channel: Concrete, Broadcast, and the Republic",1936-2023,national mythology: the canon is true,9,44,1936-09-29,2023-06-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/silvio_berlusconi.journey.json,built,
simone_de_beauvoir,Simone Lucie Ernestine Marie Bertrand de Beauvoir,"One Is Not Born: Montparnasse, the Agregation, and the Woman One Becomes",1908-1986,national mythology: the canon is true,9,44,1908-01-09,1986-04-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/simone_de_beauvoir.journey.json,built,
sitting_bull,"Thathanka Iyotake (Sitting Bull), Hunkpapa Lakota","The Buffalo Bull Who Sits Down: the Grand River, the Greasy Grass, and the Grandmother's Country",c. 1831-1890,national mythology: the canon is true,9,44,1831-01-01,2021-10-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sitting_bull.journey.json,built,
slavoj_zizek,Slavoj Žižek,"The Sublime Object: Ljubljana, the Cause freudienne, and the Philosopher on Camera",1949-,national mythology: the canon is true,8,43,1949-03-21,2025-09-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/slavoj_zizek.journey.json,built,
solomon,King Solomon (Shelomoh · Sulayman),The Reign of the Wise King: From the Gihon Spring to the Worm in the Staff,c. 970-931 BC (traditional/inferred),"national mythology, the canon is true",8,35,-0990-01-01,-0931-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/solomon.journey.json,built,
sophie_von_kuhn,Christiane Wilhelmine Sophie von Kühn,"The Quarter of an Hour: Grüningen, the Sickroom at Jena, and the Making of the Beloved Dead",1782-1797,national mythology: the canon is true,8,44,1772-05-02,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sophie_von_kuhn.journey.json,built,
sor_juana_ines_de_la_cruz,Sor Juana Inés de la Cruz (Juana Ramírez de Asbaje),"Nepantla, the Place in the Middle: the Cell, the Four Thousand Books, and the Answer to Sor Filotea",1648-1695,national mythology: the canon is true,7,42,1648-01-01,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sor_juana_ines_de_la_cruz.journey.json,built,
spinetta,Luis Alberto Spinetta,"El Flaco: Belgrano to the Río de la Plata, the Journey of the Poet of Argentine Rock",1950-2012,"national mythology, the canon is true",8,34,1950-01-23,2012-02-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/spinetta.journey.json,built,
st_anthony_of_padua_1195_1231,"Saint Anthony of Padua (Fernando of Lisbon, Antonius Patavinus)","The Kitchen at Montepaolo: Fernando of Lisbon, the Failed Martyrdom, and the Voice Padua Kept",1195-1231,national mythology: the canon is true,8,36,1195-08-15,1981-01-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/st_anthony_of_padua_1195_1231.journey.json,built,
stebbins,Geneviève Stebbins,The American Station of the Notated Body: San Francisco to Monterey,1857-1934,"national mythology, the canon is true",8,28,1857-03-07,1934-09-21,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/stebbins.journey.json,built,
steiner,Rudolf Steiner,Kraljevec to Dornach: the Path of the Goethean Seer,1861-1925,"national mythology, the canon is true",8,66,1861-02-25,1925-03-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/steiner.journey.json,built,
stephen_king,Stephen Edwin King,"The Road That Kills Things: Maine, the Moving Years, and the Ground Behind the House",1947-,national mythology: the canon is true,9,44,1939-07-23,2024-05-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/stephen_king.journey.json,built,
strabo,Strabo of Amaseia,"The Kingdom That Ended at His Birth: Strabo, the Nile, and the Seventeen Books",c.64 BC - c.AD 24,national mythology: the canon is true,7,36,-0130-01-01,0024-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/strabo.journey.json,built,
sucre,Antonio José de Sucre,"El Gran Mariscal: Cumaná to Berruecos, the Keystone of the Libertador Constellation",1795-1830,"national mythology, the canon is true",8,38,1795-02-03,1830-06-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/sucre.journey.json,built,
susana_higuchi,Susana Shizuko Higuchi Miyagawa,"The Chain on the Gate: an Engineer, a First Lady, and the Accusation Made from Inside the House",1950-2021,national mythology: the canon is true,9,38,1950-04-26,2021-12-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/susana_higuchi.journey.json,built,
suzanne_perrottet,Suzanne Perrottet,Rolle to Zurich: the Rhythm that Left Dalcroze for Laban,1889-1983,"national mythology, the canon is true",8,40,1889-09-13,1983-08-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/suzanne_perrottet.journey.json,built,
swami_vivekananda,"Narendranath Datta, in religion Swami Vivekananda",The Little Well and the Wide Water: Narendranath Datta from Dakshineswar to Chicago and Back,1863-1902,national mythology: the canon is true,9,45,1863-01-12,1902-07-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/swami_vivekananda.journey.json,built,
symmes,John Cleves Symmes Jr.,The Prophet of the Hollow Earth: the Journey to the Verges of the Pole,1780-1829,"national mythology, the canon is true",7,27,1780-11-05,1873-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/symmes.journey.json,built,
tamara_bunke,Haydée Tamara Bunke Bíder (Tania la Guerrillera),"Once to Vado del Yeso: the Argentine Girl from the German Exile, and the Woman Who Went Under",1937-1967,national mythology: the canon is true,8,44,1937-11-19,2014-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tamara_bunke.journey.json,built,
taras_shevchenko,Taras Hryhorovych Shevchenko,"The Serf Who Wrote a Nation: Moryntsi, the Aral Steppe, and the Hill Above the Dnieper",1814-1861,national mythology: the canon is true,9,45,1814-03-09,2024-04-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/taras_shevchenko.journey.json,built,
tchaikovsky,Pyotr Ilyich Tchaikovsky,"The Ironworks House to the Tikhvin Grave: Tchaikovsky, the Empire's Composer",1840-1893,national mythology: the canon is true,9,44,1840-05-07,1893-11-09,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tchaikovsky.journey.json,built,
theodor_reuss,"Theodor Reuss (Albert Karl Theodor Reuss, in religion Merlin Peregrinus, on the stage Charles Theodore)",The Paper Empire: Augsburg to Munich by way of every charter in Europe,1855-1923,national mythology: the canon is true,8,44,1855-06-28,1925-02-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/theodor_reuss.journey.json,built,
thomas_edison,Thomas Alva Edison,"The Invention Factory: Milan to Menlo Park, the Currents, and the Grave Behind Glenmont",1847-1931,national mythology: the canon is true,9,44,1847-02-11,1963-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/thomas_edison.journey.json,built,
thomas_jefferson,Thomas Jefferson,"Shadwell to the Fiftieth Fourth: the Declaration, the Ministry in Paris, and the Mountain",1743-1826,national mythology: the canon is true,9,45,1743-04-13,2017-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/thomas_jefferson.journey.json,built,
tolkien,J. R. R. Tolkien,The Sub-Creator's Road: Bloemfontein to Wolvercote,1892-1973,"national mythology, the canon is true",9,36,1892-01-03,1977-09-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tolkien.journey.json,built,
tommaso_campanella,Tommaso Campanella (baptized Giovanni Domenico Campanella),"The City in the Cell: Calabria, the Neapolitan Fortresses, and the Sun that Was Never Built",1568-1639,national mythology: the canon is true,8,45,1568-09-05,1943-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tommaso_campanella.journey.json,built,
tony_skyrme,Tony Hilton Royle Skyrme,"The Knot That Cannot Be Untied: Lewisham, Los Alamos, Harwell, and the Shape Named After Him",1922-1987,national mythology: the canon is true,9,40,1922-12-05,2011-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tony_skyrme.journey.json,built,
torcuato_de_alvear,Torcuato Antonio de Alvear,The Recova and the Avenue: the First Intendente of Buenos Aires,1822-1890,national mythology: the canon is true,8,37,1822-04-21,1922-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/torcuato_de_alvear.journey.json,built,
troiano_troiani,Troiano Troiani,The Chisel Crosses the Ocean: a Friulian Sculptor and the Stone Face of Buenos Aires,1885-1963,national mythology: the canon is true,8,33,1885-01-01,1971-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/troiano_troiani.journey.json,built,
tschiffely,Aimé Félix Tschiffely,"From Southern Cross to Pole Star: the Swiss Schoolmaster, Mancha and Gato, and the Length of the Americas",1895-1954,national mythology: the canon is true,9,45,1895-05-07,1998-02-22,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tschiffely.journey.json,built,
tupac_amaru_ii,"José Gabriel Condorcanqui Noguera, Túpac Amaru II","The Three Villages and the Four Quarters: the Curaca of Tungasuca, the Rising of 1780, and the Body Sent to Six Towns",1738-1781,national mythology: the canon is true,8,45,1738-03-19,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/tupac_amaru_ii.journey.json,built,
ulysses,Odysseus (Ulysses),The Homeward Voyage: the Nostos from Troy to Ithaca,c. 1184–1174 BC,national mythology: the canon is true,9,31,-1184-06-01,-1174-06-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/ulysses.journey.json,built,
valientes,Eustaquia de Souza & Ana de Urinza,Las Valientes de Potosí,c. 1640–1661 (coda to 1736),national mythology: the canon is true,8,34,1640-01-01,1736-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/valientes.journey.json,built,
vaslav_nijinsky,Vaslav Nijinsky (Wacław Niżyński),The Leap and the Pause: Nijinsky from Theatre Street to Montmartre,1889-1950,national mythology: the canon is true,9,44,1886-12-29,2011-06-11,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vaslav_nijinsky.journey.json,built,
vera_skoronel,Vera Skoronel (Vera Lämmel),"Vera skoro! Zurich to Berlin, the Fast Short Life of the Abstract Dance",1906-1932,"national mythology, the canon is true",7,34,1906-05-28,1984-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vera_skoronel.journey.json,built,
vico,Giambattista Vico,"The New Science of Naples: the Ladder, the Chair, and the Nations",1668-1744,national mythology: the canon is true,9,40,1668-06-23,1939-05-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vico.journey.json,built,
victor_hugo,Victor-Marie Hugo,"The Grande Rue to the Panthéon: the Battle of Hernani, Nineteen Years at Sea, and the Poor Man's Hearse",1802-1885,national mythology: the canon is true,8,45,1802-02-26,1885-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/victor_hugo.journey.json,built,
victoria_ocampo,Victoria Ocampo (Ramona Victoria Epifanía Rufina Ocampo),"The House on the River: Sur, Villa Ocampo, and the Bridge Between Worlds",1890-1979,national mythology — the canon is true,9,41,1890-04-07,1979-01-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/victoria_ocampo.journey.json,built,
viktor_sulcic,Viktor Sulčič,The karst to Brandsen 805: the Slovene who could not sign his own drawings,1895-1973,national mythology: the canon is true,9,44,1895-08-02,1998-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/viktor_sulcic.journey.json,built,
viladrich,"Wifredo Viladrich (recorded also as Wilfredo, Wílfredo, and Wíeredovol Viladrich)","El Guaica and the Bride of Recoleta: Wifredo Viladrich, the Pyrenees on Foot, and the Bronze in the Wedding Dress",1923-1976,national mythology: the canon is true,8,43,1923-04-28,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/viladrich.journey.json,built,
vilma_espin,Vilma Espín Guillois,"The Engineer's Degree and the Federation: Santiago, the Sierra Cristal, and Forty-Seven Years in One Office",1930-2007,national mythology: the canon is true,9,45,1930-04-07,2013-04-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vilma_espin.journey.json,built,
vint_cerf,Vinton Gray Cerf (Vint Cerf),"The Gateway and the Envelope: Cerf, Kahn, and a Protocol for Networks That Cannot See Each Other",1943-,national mythology: the canon is true,8,44,1943-06-23,2026-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vint_cerf.journey.json,built,
virgil,Publius Vergilius Maro (Virgil),"Mantua Bore Me, Naples Holds Me: the Farm, the Road to Brundisium, and the Poem He Asked Them to Burn",70 BC - 19 BC,national mythology: the canon is true,9,45,-0070-10-15,1944-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/virgil.journey.json,built,
virginio_colombo,Virginio Colombo,Brera to Moreno 2091: the Milanese who gave Buenos Aires its liberty facades,1884-1927,national mythology: the canon is true,7,28,1884-07-22,1927-07-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/virginio_colombo.journey.json,built,
vito_dumas,Vito Dumas,"The Impossible Route: the Roaring Forties, Three Capes, and One Man Without a Radio",1900-1965,national mythology: the canon is true,9,45,1900-09-26,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/vito_dumas.journey.json,built,
